payment_id_a,payment_id_b,customer_id,order_id_a,order_id_b,amount_a,amount_b,created_at_a,created_at_b,status_a,status_b,method_a,method_b,time_gap_seconds,scenario,confidence_score,is_double_capture,refundable_amount
pay_901673,pay_901674,cust_00041,order_701187,order_701187,4999,4999,1787633690,1787633716,captured,captured,netbanking,netbanking,26,Network Timeout Retry,97.0,True,4999
pay_902665,pay_902666,cust_00041,order_701915,order_701916,12499,12499,1787661796,1787661814,captured,captured,upi,upi,18,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902759,pay_902760,cust_00046,order_702009,order_702010,12499,12499,1787530853,1787530876,failed,captured,wallet,wallet,23,Gateway Retry with Different IDs,97.0,False,0
pay_902345,pay_902346,cust_00046,order_701595,order_701596,14999,14999,1787534339,1787534352,captured,captured,card,card,13,Multiple Browser Tabs Checkout,97.0,True,14999
pay_902283,pay_902284,cust_00046,order_701533,order_701534,24999,24999,1787539012,1787539023,captured,captured,netbanking,netbanking,11,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902367,pay_902368,cust_00047,order_701617,order_701618,9999,9999,1787543306,1787543314,captured,captured,upi,upi,8,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902735,pay_902736,cust_00047,order_701985,order_701986,249999,249999,1787645030,1787645057,failed,captured,upi,upi,27,Gateway Retry with Different IDs,97.0,False,0
pay_902479,pay_902480,cust_00048,order_701729,order_701730,99999,99999,1787520497,1787520506,captured,captured,netbanking,netbanking,9,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901655,pay_901656,cust_00170,order_701178,order_701178,49999,49999,1787559584,1787559600,captured,captured,card,card,16,Network Timeout Retry,97.0,True,49999
pay_902399,pay_902400,cust_00171,order_701649,order_701650,19999,19999,1787541006,1787541024,captured,captured,wallet,wallet,18,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902851,pay_902852,cust_00171,order_702101,order_702102,34999,34999,1787545386,1787545406,failed,captured,upi,upi,20,Gateway Retry with Different IDs,97.0,False,0
pay_901497,pay_901498,cust_00171,order_701099,order_701099,12499,12499,1787556216,1787556244,captured,captured,card,card,28,Network Timeout Retry,97.0,True,12499
pay_902265,pay_902266,cust_00172,order_701515,order_701516,299999,299999,1787524777,1787524793,captured,captured,card,card,16,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901521,pay_901522,cust_00049,order_701111,order_701111,74999,74999,1787609378,1787609403,captured,captured,upi,upi,25,Network Timeout Retry,97.0,True,74999
pay_902397,pay_902398,cust_00050,order_701647,order_701648,34999,34999,1787619669,1787619675,captured,captured,netbanking,netbanking,6,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902393,pay_902394,cust_00051,order_701643,order_701644,4999,4999,1787608479,1787608498,captured,captured,card,card,19,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902279,pay_902280,cust_00052,order_701529,order_701530,24999,24999,1787528147,1787528167,captured,captured,upi,upi,20,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902609,pay_902610,cust_00052,order_701859,order_701860,9999,9999,1787539016,1787539029,captured,captured,netbanking,netbanking,13,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902587,pay_902588,cust_00052,order_701837,order_701838,24999,24999,1787558859,1787558878,captured,captured,wallet,wallet,19,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902357,pay_902358,cust_00168,order_701607,order_701608,99999,99999,1787599447,1787599466,captured,captured,netbanking,netbanking,19,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901409,pay_901410,cust_00168,order_701055,order_701055,14999,14999,1787620051,1787620078,captured,captured,netbanking,netbanking,27,Network Timeout Retry,97.0,True,14999
pay_902847,pay_902848,cust_00168,order_702097,order_702098,149999,149999,1787652985,1787653005,failed,captured,netbanking,netbanking,20,Gateway Retry with Different IDs,97.0,False,0
pay_902473,pay_902474,cust_00169,order_701723,order_701724,49999,49999,1787596498,1787596511,captured,captured,card,card,13,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902547,pay_902548,cust_00169,order_701797,order_701798,49999,49999,1787597678,1787597688,captured,captured,wallet,wallet,10,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902575,pay_902576,cust_00052,order_701825,order_701826,34999,34999,1787660659,1787660670,captured,captured,card,card,11,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902489,pay_902490,cust_00055,order_701739,order_701740,299999,299999,1787578766,1787578776,captured,captured,wallet,wallet,10,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902371,pay_902372,cust_00048,order_701621,order_701622,12499,12499,1787630448,1787630464,captured,captured,card,card,16,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902343,pay_902344,cust_00049,order_701593,order_701594,299999,299999,1787530528,1787530545,captured,captured,wallet,wallet,17,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901343,pay_901344,cust_00049,order_701022,order_701022,34999,34999,1787556025,1787556047,captured,captured,upi,upi,22,Network Timeout Retry,97.0,True,34999
pay_902685,pay_902686,cust_00049,order_701935,order_701936,249999,249999,1787565201,1787565221,captured,captured,netbanking,netbanking,20,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902291,pay_902292,cust_00057,order_701541,order_701542,299999,299999,1787619749,1787619759,captured,captured,netbanking,netbanking,10,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901615,pay_901616,cust_00057,order_701158,order_701158,9999,9999,1787631845,1787631872,captured,captured,card,card,27,Network Timeout Retry,97.0,True,9999
pay_902465,pay_902466,cust_00057,order_701715,order_701716,9999,9999,1787634335,1787634349,captured,captured,upi,upi,14,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902423,pay_902424,cust_00058,order_701673,order_701674,4999,4999,1787542056,1787542070,captured,captured,card,card,14,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902415,pay_902416,cust_00164,order_701665,order_701666,299999,299999,1787587069,1787587088,captured,captured,netbanking,netbanking,19,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901397,pay_901398,cust_00167,order_701049,order_701049,49999,49999,1787684677,1787684701,captured,captured,upi,upi,24,Network Timeout Retry,97.0,True,49999
pay_902441,pay_902442,cust_00163,order_701691,order_701692,299999,299999,1787523859,1787523873,captured,captured,netbanking,netbanking,14,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901331,pay_901332,cust_00163,order_701016,order_701016,199999,199999,1787632411,1787632433,captured,captured,upi,upi,22,Network Timeout Retry,97.0,True,199999
pay_901291,pay_901292,cust_00163,order_700996,order_700996,4999,4999,1787657699,1787657729,captured,captured,card,card,30,Network Timeout Retry,97.0,True,4999
pay_902425,pay_902426,cust_00164,order_701675,order_701676,249999,249999,1787536899,1787536913,captured,captured,wallet,wallet,14,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902579,pay_902580,cust_00058,order_701829,order_701830,74999,74999,1787639461,1787639469,captured,captured,card,card,8,Multiple Browser Tabs Checkout,97.0,True,74999
pay_901451,pay_901452,cust_00060,order_701076,order_701076,199999,199999,1787610172,1787610193,captured,captured,card,card,21,Network Timeout Retry,97.0,True,199999
pay_902619,pay_902620,cust_00061,order_701869,order_701870,7499,7499,1787605635,1787605648,captured,captured,card,card,13,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902561,pay_902562,cust_00061,order_701811,order_701812,99999,99999,1787617830,1787617837,captured,captured,netbanking,netbanking,7,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901379,pay_901380,cust_00061,order_701040,order_701040,49999,49999,1787663411,1787663432,captured,captured,wallet,wallet,21,Network Timeout Retry,97.0,True,49999
pay_902309,pay_902310,cust_00056,order_701559,order_701560,9999,9999,1787566553,1787566560,captured,captured,netbanking,netbanking,7,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902405,pay_902406,cust_00056,order_701655,order_701656,149999,149999,1787643577,1787643595,captured,captured,wallet,wallet,18,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902295,pay_902296,cust_00056,order_701545,order_701546,74999,74999,1787660073,1787660086,captured,captured,wallet,wallet,13,Multiple Browser Tabs Checkout,97.0,True,74999
pay_902663,pay_902664,cust_00161,order_701913,order_701914,14999,14999,1787614941,1787614949,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,14999
pay_902317,pay_902318,cust_00161,order_701567,order_701568,34999,34999,1787664115,1787664122,captured,captured,card,card,7,Multiple Browser Tabs Checkout,97.0,True,34999
pay_901369,pay_901370,cust_00061,order_701035,order_701035,14999,14999,1787681074,1787681099,captured,captured,wallet,wallet,25,Network Timeout Retry,97.0,True,14999
pay_902887,pay_902888,cust_00063,order_702137,order_702138,9999,9999,1787651472,1787651490,failed,captured,wallet,wallet,18,Gateway Retry with Different IDs,97.0,False,0
pay_902299,pay_902300,cust_00064,order_701549,order_701550,19999,19999,1787615573,1787615582,captured,captured,wallet,wallet,9,Multiple Browser Tabs Checkout,97.0,True,19999
pay_901483,pay_901484,cust_00065,order_701092,order_701092,249999,249999,1787658563,1787658581,captured,captured,wallet,wallet,18,Network Timeout Retry,97.0,True,249999
pay_902661,pay_902662,cust_00162,order_701911,order_701912,34999,34999,1787515972,1787515983,captured,captured,upi,upi,11,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902285,pay_902286,cust_00162,order_701535,order_701536,19999,19999,1787550383,1787550392,captured,captured,netbanking,netbanking,9,Multiple Browser Tabs Checkout,97.0,True,19999
pay_901391,pay_901392,cust_00162,order_701046,order_701046,7499,7499,1787644107,1787644130,captured,captured,wallet,wallet,23,Network Timeout Retry,97.0,True,7499
pay_901217,pay_901218,cust_00020,order_700959,order_700959,49999,49999,1787551991,1787552011,captured,captured,netbanking,netbanking,20,Network Timeout Retry,97.0,True,49999
pay_902507,pay_902508,cust_00122,order_701757,order_701758,99999,99999,1787546423,1787546443,captured,captured,netbanking,netbanking,20,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902669,pay_902670,cust_00067,order_701919,order_701920,9999,9999,1787653599,1787653610,captured,captured,netbanking,netbanking,11,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902433,pay_902434,cust_00067,order_701683,order_701684,99999,99999,1787683793,1787683801,captured,captured,wallet,wallet,8,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902381,pay_902382,cust_00122,order_701631,order_701632,299999,299999,1787682989,1787682998,captured,captured,netbanking,netbanking,9,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902305,pay_902306,cust_00123,order_701555,order_701556,199999,199999,1787593623,1787593635,captured,captured,card,card,12,Multiple Browser Tabs Checkout,97.0,True,199999
pay_901345,pay_901346,cust_00068,order_701023,order_701023,12499,12499,1787550479,1787550501,captured,captured,upi,upi,22,Network Timeout Retry,97.0,True,12499
pay_902719,pay_902720,cust_00068,order_701969,order_701970,49999,49999,1787590743,1787590763,failed,captured,netbanking,netbanking,20,Gateway Retry with Different IDs,97.0,False,0
pay_901223,pay_901224,cust_00123,order_700962,order_700962,12499,12499,1787627287,1787627315,captured,captured,upi,upi,28,Network Timeout Retry,97.0,True,12499
pay_902551,pay_902552,cust_00158,order_701801,order_701802,99999,99999,1787647887,1787647901,captured,captured,netbanking,netbanking,14,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901263,pay_901264,cust_00123,order_700982,order_700982,199999,199999,1787672704,1787672721,captured,captured,upi,upi,17,Network Timeout Retry,97.0,True,199999
pay_902693,pay_902694,cust_00159,order_701943,order_701944,34999,34999,1787579314,1787579333,captured,captured,upi,upi,19,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902259,pay_902260,cust_00159,order_701509,order_701510,19999,19999,1787595657,1787595668,captured,captured,upi,upi,11,Multiple Browser Tabs Checkout,97.0,True,19999
pay_901347,pay_901348,cust_00159,order_701024,order_701024,19999,19999,1787650041,1787650059,captured,captured,upi,upi,18,Network Timeout Retry,97.0,True,19999
pay_902849,pay_902850,cust_00160,order_702099,order_702100,12499,12499,1787634793,1787634808,failed,captured,netbanking,netbanking,15,Gateway Retry with Different IDs,97.0,False,0
pay_902525,pay_902526,cust_00161,order_701775,order_701776,9999,9999,1787532652,1787532658,captured,captured,card,card,6,Multiple Browser Tabs Checkout,97.0,True,9999
pay_901509,pay_901510,cust_00161,order_701105,order_701105,4999,4999,1787576874,1787576893,captured,captured,card,card,19,Network Timeout Retry,97.0,True,4999
pay_901471,pay_901472,cust_00069,order_701086,order_701086,9999,9999,1787641085,1787641107,captured,captured,wallet,wallet,22,Network Timeout Retry,97.0,True,9999
pay_902593,pay_902594,cust_00069,order_701843,order_701844,299999,299999,1787676946,1787676952,captured,captured,wallet,wallet,6,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902261,pay_902262,cust_00071,order_701511,order_701512,4999,4999,1787534912,1787534921,captured,captured,upi,upi,9,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902239,pay_902240,cust_00071,order_701489,order_701490,9999,9999,1787544480,1787544496,captured,captured,wallet,wallet,16,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902337,pay_902338,cust_00071,order_701587,order_701588,4999,4999,1787579863,1787579882,captured,captured,card,card,19,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902431,pay_902432,cust_00154,order_701681,order_701682,149999,149999,1787615849,1787615867,captured,captured,netbanking,netbanking,18,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902529,pay_902530,cust_00155,order_701779,order_701780,99999,99999,1787541834,1787541842,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902245,pay_902246,cust_00125,order_701495,order_701496,7499,7499,1787516689,1787516696,captured,captured,card,card,7,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902521,pay_902522,cust_00125,order_701771,order_701772,49999,49999,1787540907,1787540926,captured,captured,netbanking,netbanking,19,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902831,pay_902832,cust_00125,order_702081,order_702082,49999,49999,1787555514,1787555527,failed,captured,wallet,wallet,13,Gateway Retry with Different IDs,97.0,False,0
pay_902339,pay_902340,cust_00125,order_701589,order_701590,49999,49999,1787596685,1787596699,captured,captured,card,card,14,Multiple Browser Tabs Checkout,97.0,True,49999
pay_901537,pay_901538,cust_00157,order_701119,order_701119,14999,14999,1787586255,1787586280,captured,captured,netbanking,netbanking,25,Network Timeout Retry,97.0,True,14999
pay_902253,pay_902254,cust_00157,order_701503,order_701504,149999,149999,1787618477,1787618497,captured,captured,card,card,20,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902871,pay_902872,cust_00157,order_702121,order_702122,74999,74999,1787657761,1787657773,failed,captured,card,card,12,Gateway Retry with Different IDs,97.0,False,0
pay_902545,pay_902546,cust_00125,order_701795,order_701796,199999,199999,1787613739,1787613759,captured,captured,card,card,20,Multiple Browser Tabs Checkout,97.0,True,199999
pay_901601,pay_901602,cust_00125,order_701151,order_701151,249999,249999,1787618297,1787618321,captured,captured,card,card,24,Network Timeout Retry,97.0,True,249999
pay_902749,pay_902750,cust_00153,order_701999,order_702000,99999,99999,1787572366,1787572378,failed,captured,card,card,12,Gateway Retry with Different IDs,97.0,False,0
pay_901635,pay_901636,cust_00153,order_701168,order_701168,99999,99999,1787648442,1787648462,captured,captured,card,card,20,Network Timeout Retry,97.0,True,99999
pay_901293,pay_901294,cust_00154,order_700997,order_700997,24999,24999,1787526514,1787526536,captured,captured,card,card,22,Network Timeout Retry,97.0,True,24999
pay_902209,pay_902210,cust_00125,order_701459,order_701460,7499,7499,1787642505,1787642514,captured,captured,wallet,wallet,9,Multiple Browser Tabs Checkout,97.0,True,7499
pay_901315,pay_901316,cust_00071,order_701008,order_701008,12499,12499,1787594023,1787594050,captured,captured,upi,upi,27,Network Timeout Retry,97.0,True,12499
pay_901329,pay_901330,cust_00008,order_701015,order_701015,34999,34999,1787559992,1787560019,captured,captured,card,card,27,Network Timeout Retry,97.0,True,34999
pay_901681,pay_901682,cust_00072,order_701191,order_701191,12499,12499,1787574502,1787574529,captured,captured,upi,upi,27,Network Timeout Retry,97.0,True,12499
pay_902635,pay_902636,cust_00072,order_701885,order_701886,299999,299999,1787578167,1787578183,captured,captured,upi,upi,16,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902429,pay_902430,cust_00008,order_701679,order_701680,7499,7499,1787600640,1787600647,captured,captured,netbanking,netbanking,7,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902611,pay_902612,cust_00072,order_701861,order_701862,99999,99999,1787626775,1787626781,captured,captured,upi,upi,6,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902267,pay_902268,cust_00073,order_701517,order_701518,12499,12499,1787558880,1787558899,captured,captured,wallet,wallet,19,Multiple Browser Tabs Checkout,97.0,True,12499
pay_901265,pay_901266,cust_00073,order_700983,order_700983,74999,74999,1787559990,1787560005,captured,captured,wallet,wallet,15,Network Timeout Retry,97.0,True,74999
pay_902689,pay_902690,cust_00073,order_701939,order_701940,149999,149999,1787587728,1787587746,captured,captured,upi,upi,18,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902287,pay_902288,cust_00009,order_701537,order_701538,149999,149999,1787563929,1787563937,captured,captured,card,card,8,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902567,pay_902568,cust_00069,order_701817,order_701818,4999,4999,1787617045,1787617060,captured,captured,wallet,wallet,15,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902601,pay_902602,cust_00069,order_701851,order_701852,249999,249999,1787627077,1787627090,captured,captured,netbanking,netbanking,13,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902353,pay_902354,cust_00075,order_701603,order_701604,12499,12499,1787519249,1787519261,captured,captured,card,card,12,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902419,pay_902420,cust_00075,order_701669,order_701670,49999,49999,1787522739,1787522753,captured,captured,wallet,wallet,14,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902505,pay_902506,cust_00075,order_701755,order_701756,249999,249999,1787548063,1787548070,captured,captured,wallet,wallet,7,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902651,pay_902652,cust_00009,order_701901,order_701902,14999,14999,1787657689,1787657709,captured,captured,card,card,20,Multiple Browser Tabs Checkout,97.0,True,14999
pay_901603,pay_901604,cust_00010,order_701152,order_701152,149999,149999,1787529002,1787529018,captured,captured,wallet,wallet,16,Network Timeout Retry,97.0,True,149999
pay_902825,pay_902826,cust_00076,order_702075,order_702076,74999,74999,1787524240,1787524250,failed,captured,wallet,wallet,10,Gateway Retry with Different IDs,97.0,False,0
pay_902217,pay_902218,cust_00010,order_701467,order_701468,19999,19999,1787573799,1787573805,captured,captured,card,card,6,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902227,pay_902228,cust_00004,order_701477,order_701478,9999,9999,1787671767,1787671775,captured,captured,card,card,8,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902533,pay_902534,cust_00076,order_701783,order_701784,99999,99999,1787600156,1787600169,captured,captured,wallet,wallet,13,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902311,pay_902312,cust_00005,order_701561,order_701562,34999,34999,1787543400,1787543419,captured,captured,netbanking,netbanking,19,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902391,pay_902392,cust_00150,order_701641,order_701642,49999,49999,1787650447,1787650460,captured,captured,upi,upi,13,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902459,pay_902460,cust_00005,order_701709,order_701710,34999,34999,1787569281,1787569297,captured,captured,netbanking,netbanking,16,Multiple Browser Tabs Checkout,97.0,True,34999
pay_901531,pay_901532,cust_00005,order_701116,order_701116,74999,74999,1787649537,1787649559,captured,captured,netbanking,netbanking,22,Network Timeout Retry,97.0,True,74999
pay_901585,pay_901586,cust_00005,order_701143,order_701143,49999,49999,1787687102,1787687126,captured,captured,upi,upi,24,Network Timeout Retry,97.0,True,49999
pay_902581,pay_902582,cust_00152,order_701831,order_701832,19999,19999,1787527065,1787527085,captured,captured,netbanking,netbanking,20,Multiple Browser Tabs Checkout,97.0,True,19999
pay_901243,pay_901244,cust_00152,order_700972,order_700972,7499,7499,1787580796,1787580815,captured,captured,upi,upi,19,Network Timeout Retry,97.0,True,7499
pay_901639,pay_901640,cust_00012,order_701170,order_701170,299999,299999,1787549946,1787549972,captured,captured,upi,upi,26,Network Timeout Retry,97.0,True,299999
pay_902421,pay_902422,cust_00150,order_701671,order_701672,14999,14999,1787612085,1787612104,captured,captured,wallet,wallet,19,Multiple Browser Tabs Checkout,97.0,True,14999
pay_901527,pay_901528,cust_00076,order_701114,order_701114,249999,249999,1787609030,1787609059,captured,captured,netbanking,netbanking,29,Network Timeout Retry,97.0,True,249999
pay_901417,pay_901418,cust_00191,order_701059,order_701059,149999,149999,1787551828,1787551855,captured,captured,card,card,27,Network Timeout Retry,97.0,True,149999
pay_901581,pay_901582,cust_00191,order_701141,order_701141,14999,14999,1787681614,1787681643,captured,captured,netbanking,netbanking,29,Network Timeout Retry,97.0,True,14999
pay_902481,pay_902482,cust_00192,order_701731,order_701732,14999,14999,1787576302,1787576314,captured,captured,netbanking,netbanking,12,Multiple Browser Tabs Checkout,97.0,True,14999
pay_902647,pay_902648,cust_00078,order_701897,order_701898,7499,7499,1787566836,1787566846,captured,captured,upi,upi,10,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902855,pay_902856,cust_00078,order_702105,order_702106,12499,12499,1787611661,1787611672,failed,captured,upi,upi,11,Gateway Retry with Different IDs,97.0,False,0
pay_901647,pay_901648,cust_00079,order_701174,order_701174,34999,34999,1787519372,1787519393,captured,captured,wallet,wallet,21,Network Timeout Retry,97.0,True,34999
pay_902563,pay_902564,cust_00079,order_701813,order_701814,7499,7499,1787544779,1787544794,captured,captured,netbanking,netbanking,15,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902801,pay_902802,cust_00192,order_702051,order_702052,74999,74999,1787666056,1787666072,failed,captured,netbanking,netbanking,16,Gateway Retry with Different IDs,97.0,False,0
pay_902625,pay_902626,cust_00192,order_701875,order_701876,149999,149999,1787677095,1787677106,captured,captured,upi,upi,11,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902363,pay_902364,cust_00074,order_701613,order_701614,199999,199999,1787541074,1787541088,captured,captured,card,card,14,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902577,pay_902578,cust_00074,order_701827,order_701828,14999,14999,1787566818,1787566835,captured,captured,card,card,17,Multiple Browser Tabs Checkout,97.0,True,14999
pay_901645,pay_901646,cust_00074,order_701173,order_701173,4999,4999,1787635329,1787635347,captured,captured,netbanking,netbanking,18,Network Timeout Retry,97.0,True,4999
pay_901479,pay_901480,cust_00193,order_701090,order_701090,9999,9999,1787561493,1787561520,captured,captured,card,card,27,Network Timeout Retry,97.0,True,9999
pay_901651,pay_901652,cust_00193,order_701176,order_701176,14999,14999,1787623103,1787623122,captured,captured,wallet,wallet,19,Network Timeout Retry,97.0,True,14999
pay_902471,pay_902472,cust_00194,order_701721,order_701722,24999,24999,1787549370,1787549376,captured,captured,card,card,6,Multiple Browser Tabs Checkout,97.0,True,24999
pay_901271,pay_901272,cust_00081,order_700986,order_700986,24999,24999,1787533858,1787533886,captured,captured,netbanking,netbanking,28,Network Timeout Retry,97.0,True,24999
pay_901385,pay_901386,cust_00162,order_701043,order_701043,49999,49999,1787651146,1787651170,captured,captured,netbanking,netbanking,24,Network Timeout Retry,97.0,True,49999
pay_901333,pay_901334,cust_00081,order_701017,order_701017,24999,24999,1787604693,1787604708,captured,captured,netbanking,netbanking,15,Network Timeout Retry,97.0,True,24999
pay_902519,pay_902520,cust_00194,order_701769,order_701770,199999,199999,1787576974,1787576991,captured,captured,wallet,wallet,17,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902721,pay_902722,cust_00081,order_701971,order_701972,149999,149999,1787647404,1787647423,failed,captured,wallet,wallet,19,Gateway Retry with Different IDs,97.0,False,0
pay_902615,pay_902616,cust_00081,order_701865,order_701866,74999,74999,1787665288,1787665306,captured,captured,netbanking,netbanking,18,Multiple Browser Tabs Checkout,97.0,True,74999
pay_902293,pay_902294,cust_00148,order_701543,order_701544,49999,49999,1787530384,1787530404,captured,captured,upi,upi,20,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902281,pay_902282,cust_00014,order_701531,order_701532,299999,299999,1787540487,1787540506,captured,captured,wallet,wallet,19,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902591,pay_902592,cust_00148,order_701841,order_701842,34999,34999,1787629628,1787629647,captured,captured,upi,upi,19,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902437,pay_902438,cust_00149,order_701687,order_701688,4999,4999,1787570682,1787570691,captured,captured,upi,upi,9,Multiple Browser Tabs Checkout,97.0,True,4999
pay_901207,pay_901208,cust_00149,order_700954,order_700954,49999,49999,1787580528,1787580555,captured,captured,upi,upi,27,Network Timeout Retry,97.0,True,49999
pay_901503,pay_901504,cust_00149,order_701102,order_701102,199999,199999,1787634398,1787634417,captured,captured,wallet,wallet,19,Network Timeout Retry,97.0,True,199999
pay_901691,pay_901692,cust_00149,order_701196,order_701196,49999,49999,1787664496,1787664520,captured,captured,upi,upi,24,Network Timeout Retry,97.0,True,49999
pay_901595,pay_901596,cust_00150,order_701148,order_701148,12499,12499,1787559720,1787559744,captured,captured,upi,upi,24,Network Timeout Retry,97.0,True,12499
pay_901299,pay_901300,cust_00015,order_701000,order_701000,199999,199999,1787626083,1787626112,captured,captured,upi,upi,29,Network Timeout Retry,97.0,True,199999
pay_902633,pay_902634,cust_00082,order_701883,order_701884,49999,49999,1787597496,1787597508,captured,captured,wallet,wallet,12,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902599,pay_902600,cust_00082,order_701849,order_701850,249999,249999,1787624984,1787625002,captured,captured,card,card,18,Multiple Browser Tabs Checkout,97.0,True,249999
pay_901513,pay_901514,cust_00082,order_701107,order_701107,49999,49999,1787654636,1787654665,captured,captured,netbanking,netbanking,29,Network Timeout Retry,97.0,True,49999
pay_902667,pay_902668,cust_00082,order_701917,order_701918,34999,34999,1787666383,1787666392,captured,captured,wallet,wallet,9,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902565,pay_902566,cust_00010,order_701815,order_701816,34999,34999,1787613600,1787613618,captured,captured,wallet,wallet,18,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902335,pay_902336,cust_00083,order_701585,order_701586,19999,19999,1787602457,1787602475,captured,captured,netbanking,netbanking,18,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902553,pay_902554,cust_00083,order_701803,order_701804,4999,4999,1787617473,1787617482,captured,captured,card,card,9,Multiple Browser Tabs Checkout,97.0,True,4999
pay_901205,pay_901206,cust_00083,order_700953,order_700953,7499,7499,1787659707,1787659730,captured,captured,netbanking,netbanking,23,Network Timeout Retry,97.0,True,7499
pay_902277,pay_902278,cust_00084,order_701527,order_701528,12499,12499,1787556415,1787556433,captured,captured,card,card,18,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902235,pay_902236,cust_00084,order_701485,order_701486,7499,7499,1787571012,1787571023,captured,captured,upi,upi,11,Multiple Browser Tabs Checkout,97.0,True,7499
pay_901305,pay_901306,cust_00010,order_701003,order_701003,19999,19999,1787628628,1787628648,captured,captured,upi,upi,20,Network Timeout Retry,97.0,True,19999
pay_902387,pay_902388,cust_00079,order_701637,order_701638,4999,4999,1787622149,1787622161,captured,captured,wallet,wallet,12,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902637,pay_902638,cust_00079,order_701887,order_701888,4999,4999,1787660847,1787660853,captured,captured,card,card,6,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902211,pay_902212,cust_00010,order_701461,order_701462,12499,12499,1787639812,1787639824,captured,captured,card,card,12,Multiple Browser Tabs Checkout,97.0,True,12499
